year,stateProvince,decimalLatitude,decimalLongitude,,,,,
2001,Tasmania,-43.099,147.9693,,,,,
2001,Tasmania,-43.105,147.978,,,,,
2001,Tasmania,-43.0985,147.9704,,,,,
2001,Tasmania,-43.1052,147.9786,,,,,
2001,Tasmania,-43.118,147.9787,,,,,
2001,Tasmania,-43.118,147.9787,,,,,
2001,Tasmania,-43.148,147.9975,,,,,
2001,Tasmania,-43.1579,147.9881,,,,,
2001,Tasmania,-43.1656,147.9825,,,,,
2001,Tasmania,-43.107,147.9814,,,,,
2001,Tasmania,-43.1668,147.9822,,,,,
2001,Tasmania,-43.1706,147.9797,,,,,
2001,Tasmania,-43.1028,147.975,,,,,
2001,Tasmania,-43.1178,147.9786,,,,,
2001,Tasmania,-43.1486,147.9971,,,,,
2001,Tasmania,-43.1171,147.9785,,,,,
2001,Tasmania,-43.1596,147.9898,,,,,
2001,Tasmania,-43.107,147.9814,,,,,
2001,Tasmania,-43.1551,147.9866,,,,,
2001,Tasmania,-43.1187,147.9788,,,,,
2001,Tasmania,-43.1459,147.9984,,,,,
2001,Tasmania,-43.1181,147.9788,,,,,
2001,Tasmania,-43.1405,148.0021,,,,,
2001,Tasmania,-43.1555,147.9866,,,,,
2001,Tasmania,-43.0964,147.9693,,,,,
2001,Tasmania,-43.169,147.9813,,,,,
2001,Tasmania,-43.1027,147.9748,,,,,
2001,Tasmania,-43.1022,147.9738,,,,,
2001,Tasmania,-43.1472,147.9979,,,,,
2001,Tasmania,-43.1045,147.9769,,,,,
2001,Tasmania,-43.1022,147.9738,,,,,
2001,Tasmania,-43.1189,147.9789,,,,,
2001,Tasmania,-43.1022,147.9734,,,,,
2001,Tasmania,-43.1034,147.9756,,,,,
2001,Tasmania,-43.0996,147.9715,,,,,
2001,Tasmania,-43.1693,147.9814,,,,,
2001,Tasmania,-43.0995,147.9713,,,,,
2001,Tasmania,-43.1032,147.9752,,,,,
2001,Tasmania,-43.169,147.9812,,,,,
2001,Tasmania,-43.0981,147.97,,,,,
2001,Tasmania,-43.1493,147.9966,,,,,
2001,Tasmania,-43.1176,147.9786,,,,,
2001,Tasmania,-43.0993,147.9709,,,,,
2001,Tasmania,-43.0957,147.9695,,,,,
2001,Tasmania,-43.1473,147.9978,,,,,
2001,Tasmania,-43.1592,147.9893,,,,,
2001,Tasmania,-43.1687,147.9811,,,,,
2001,Tasmania,-43.1,147.9722,,,,,
2001,Tasmania,-43.107,147.9814,,,,,
2001,Tasmania,-43.1062,147.9803,,,,,
2001,Tasmania,-43.1472,147.9979,,,,,
2001,Tasmania,-43.1051,147.9784,,,,,
2001,Tasmania,-43.1367,148.0065,,,,,
2001,Tasmania,-43.1692,147.981,,,,,
2001,Tasmania,-43.1022,147.9731,,,,,
2001,Tasmania,-43.139,148.0022,,,,,
2001,Tasmania,-43.1155,147.9785,,,,,
2001,Tasmania,-43.1388,148.0022,,,,,
2001,Tasmania,-43.1564,147.9867,,,,,
2001,Tasmania,-43.0988,147.9695,,,,,
2001,Tasmania,-43.1152,147.9785,,,,,
2001,Tasmania,-43.0994,147.9712,,,,,
2001,Tasmania,-43.159,147.9892,,,,,
2001,Tasmania,-43.1401,147.9948,,,,,
2001,Tasmania,-43.1165,147.9784,,,,,
2001,Tasmania,-43.1393,148.0021,,,,,
2001,Tasmania,-43.138,148.0049,,,,,
2001,Tasmania,-43.0971,147.9698,,,,,
2001,Tasmania,-43.0995,147.9714,,,,,
2001,Tasmania,-43.1189,147.9789,,,,,
2001,Tasmania,-43.0994,147.9711,,,,,
2001,Tasmania,-43.1022,147.9742,,,,,
2001,Tasmania,-43.1412,148.002,,,,,
2001,Tasmania,-43.1586,147.9888,,,,,
2001,Tasmania,-43.1044,147.9766,,,,,
2001,Tasmania,-43.0965,147.9693,,,,,
2001,Tasmania,-43.1189,147.9789,,,,,
2001,Tasmania,-43.137,148.0061,,,,,
2001,Tasmania,-43.1462,147.9983,,,,,
2001,Tasmania,-43.0964,147.9693,,,,,
2001,Tasmania,-43.0957,147.9695,,,,,
2001,Tasmania,-43.15,147.9961,,,,,
2001,Tasmania,-43.1595,147.9897,,,,,
2001,Tasmania,-43.1368,148.0063,,,,,
2001,Tasmania,-43.1557,147.9867,,,,,
2001,Tasmania,-43.1563,147.9867,,,,,
2001,Tasmania,-43.1369,148.0062,,,,,
2001,Tasmania,-43.1478,147.9977,,,,,
2001,Tasmania,-43.1499,147.9962,,,,,
2001,Tasmania,-43.1041,147.9782,,,,,
2001,Tasmania,-43.1048,147.9776,,,,,
2001,Tasmania,-43.1171,147.9785,,,,,
2001,Tasmania,-43.1044,147.9766,,,,,
2001,Tasmania,-43.1043,147.9762,,,,,
2001,Tasmania,-43.1398,147.999,,,,,
2001,Tasmania,-43.1179,147.9791,,,,,
2001,Tasmania,-43.1167,147.9784,,,,,
2001,Tasmania,-43.1683,147.9809,,,,,
2001,Tasmania,-43.1022,147.9736,,,,,
2001,Tasmania,-43.1161,147.9784,,,,,
2001,Tasmania,-43.0963,147.9694,,,,,
2001,Tasmania,-43.1565,147.9868,,,,,
2001,Tasmania,-43.1511,147.9958,,,,,
2001,Tasmania,-43.1044,147.9783,,,,,
2001,Tasmania,-43.1162,147.9783,,,,,
2001,Tasmania,-43.1702,147.9803,,,,,
2001,Tasmania,-43.1496,147.9964,,,,,
2001,Tasmania,-43.1149,147.9787,,,,,
2001,Tasmania,-43.0994,147.9711,,,,,
2001,Tasmania,-43.1043,147.9763,,,,,
2001,Tasmania,-43.1152,147.9785,,,,,
2001,Tasmania,-43.1054,147.9789,,,,,
2001,Tasmania,-43.1171,147.9784,,,,,
2001,Tasmania,-43.1176,147.9793,,,,,
2001,Tasmania,-43.1048,147.9778,,,,,
2001,Tasmania,-43.1178,147.9791,,,,,
2001,Tasmania,-43.1399,147.9948,,,,,
2001,Tasmania,-43.0987,147.9696,,,,,
2001,Tasmania,-43.1045,147.977,,,,,
2001,Tasmania,-43.1172,147.9785,,,,,
2001,Tasmania,-43.1172,147.9785,,,,,
2001,Tasmania,-43.1398,147.9996,,,,,
2001,Tasmania,-43.151,147.9957,,,,,
2001,Tasmania,-43.1038,147.9782,,,,,
2001,Tasmania,-43.1706,147.9797,,,,,
2001,Tasmania,-43.1514,147.9959,,,,,
2001,Tasmania,-43.1587,147.9889,,,,,
2001,Tasmania,-43.1058,147.9793,,,,,
2001,Tasmania,-43.1048,147.9777,,,,,
2001,Tasmania,-43.1655,147.9825,,,,,
2001,Tasmania,-43.1547,147.9865,,,,,
2001,Tasmania,-43.1389,147.9948,,,,,
2001,Tasmania,-43.1454,147.9991,,,,,
2001,Tasmania,-43.155,147.9866,,,,,
2001,Tasmania,-43.1052,147.9786,,,,,
2001,Tasmania,-43.1366,148.0065,,,,,
2001,Tasmania,-43.1189,147.9789,,,,,
2001,Tasmania,-43.099,147.9693,,,,,
2001,Tasmania,-43.1511,147.9958,,,,,
2001,Tasmania,-43.1459,147.9983,,,,,
2001,Tasmania,-43.1178,147.9791,,,,,
2001,Tasmania,-43.1684,147.9816,,,,,
2001,Tasmania,-43.1191,147.9791,,,,,
2001,Tasmania,-43.1368,148.0064,,,,,
2001,Tasmania,-43.1411,148.002,,,,,
2001,Tasmania,-43.1514,147.9959,,,,,
2001,Tasmania,-43.0986,147.9697,,,,,
2001,Tasmania,-43.1549,147.9865,,,,,
2001,Tasmania,-43.1047,147.9782,,,,,
2001,Tasmania,-43.1656,147.9825,,,,,
2001,Tasmania,-43.1057,147.9793,,,,,
2001,Tasmania,-43.1156,147.9784,,,,,
2001,Tasmania,-43.0964,147.9693,,,,,
2001,Tasmania,-43.1374,148.0056,,,,,
2001,Tasmania,-43.1056,147.9792,,,,,
2001,Tasmania,-43.1706,147.9799,,,,,
2001,Tasmania,-43.1548,147.9865,,,,,
2001,Tasmania,-43.1656,147.9825,,,,,
2001,Tasmania,-43.1179,147.9786,,,,,
2001,Tasmania,-43.1548,147.9865,,,,,
2001,Tasmania,-43.1548,147.9865,,,,,
2001,Tasmania,-43.0958,147.9696,,,,,
2001,Tasmania,-43.1591,147.9893,,,,,
2001,Tasmania,-43.1374,148.0056,,,,,
2001,Tasmania,-43.1043,147.9763,,,,,
2001,Tasmania,-43.0992,147.9693,,,,,
2001,Tasmania,-43.1477,147.9977,,,,,
2001,Tasmania,-43.1685,147.9815,,,,,
2001,Tasmania,-43.1055,147.979,,,,,
2001,Tasmania,-43.0958,147.9696,,,,,
2001,Tasmania,-43.1368,148.0063,,,,,
2001,Tasmania,-43.1149,147.9786,,,,,
2001,Tasmania,-43.1063,147.9804,,,,,
2001,Tasmania,-43.1003,147.9725,,,,,
2001,Tasmania,-43.1368,148.0063,,,,,
2001,Tasmania,-43.1177,147.979,,,,,
2001,Tasmania,-43.1706,147.9797,,,,,
2001,Tasmania,-43.1179,147.9786,,,,,
2001,Tasmania,-43.1051,147.9783,,,,,
2001,Tasmania,-43.1058,147.9794,,,,,
2001,Tasmania,-43.0989,147.9693,,,,,
2001,Tasmania,-43.1693,147.9814,,,,,
2001,Tasmania,-43.1655,147.9825,,,,,
2001,Tasmania,-43.1027,147.9749,,,,,
2001,Tasmania,-43.1682,147.9808,,,,,
2001,Tasmania,-43.1512,147.9958,,,,,
2001,Tasmania,-43.1179,147.9791,,,,,
2001,Tasmania,-43.1707,147.9797,,,,,
2001,Tasmania,-43.1584,147.9886,,,,,
2001,Tasmania,-43.0986,147.9697,,,,,
2001,Tasmania,-43.1161,147.9783,,,,,
2001,Tasmania,-43.1599,147.9901,,,,,
2001,Tasmania,-43.1058,147.9796,,,,,
2001,Tasmania,-43.1174,147.9795,,,,,
2001,Tasmania,-43.1487,147.9971,,,,,
2001,Tasmania,-43.0963,147.9694,,,,,
2001,Tasmania,-43.119,147.979,,,,,
2001,Tasmania,-43.1043,147.9762,,,,,
2001,Tasmania,-43.1175,147.9794,,,,,
2001,Tasmania,-43.1033,147.9755,,,,,
2001,Tasmania,-43.1402,148.0021,,,,,
2001,Tasmania,-43.1182,147.9787,,,,,
2001,Tasmania,-43.1547,147.9865,,,,,
2001,Tasmania,-43.1044,147.9783,,,,,
2001,Tasmania,-43.1552,147.9866,,,,,
2001,Tasmania,-43.1582,147.9884,,,,,
2001,Tasmania,-43.1046,147.977,,,,,
2001,Tasmania,-43.115,147.9786,,,,,
2001,Tasmania,-43.0992,147.9693,,,,,
2001,Tasmania,-43.1186,147.9782,,,,,
2001,Tasmania,-43.1185,147.9787,,,,,
2001,Tasmania,-43.1063,147.9805,,,,,
2001,Tasmania,-43.1567,147.987,,,,,
2001,Tasmania,-43.1175,147.9793,,,,,
2001,Tasmania,-43.1062,147.9803,,,,,
2001,Tasmania,-43.1683,147.9817,,,,,
2001,Tasmania,-43.1033,147.9753,,,,,
2001,Tasmania,-43.1395,148.0021,,,,,
2001,Tasmania,-43.1175,147.9794,,,,,
2001,Tasmania,-43.1037,147.9782,,,,,
2001,Tasmania,-43.1691,147.9813,,,,,
2001,Tasmania,-43.1707,147.9797,,,,,
2001,Tasmania,-43.1051,147.9783,,,,,
2001,Tasmania,-43.0988,147.9695,,,,,
2001,Tasmania,-43.1143,147.979,,,,,
2001,Tasmania,-43.1413,148.002,,,,,
2001,Tasmania,-43.1691,147.9813,,,,,
2001,Tasmania,-43.1177,147.979,,,,,
2001,Tasmania,-43.1177,147.979,,,,,
2001,Tasmania,-43.1583,147.9886,,,,,
2001,Tasmania,-43.1144,147.9789,,,,,
2001,Tasmania,-43.1692,147.981,,,,,
2001,Tasmania,-43.0999,147.972,,,,,
2001,Tasmania,-43.1364,148.0068,,,,,
2001,Tasmania,-43.1044,147.9766,,,,,
2001,Tasmania,-43.1707,147.9797,,,,,
2001,Tasmania,-43.0987,147.9696,,,,,
2001,Tasmania,-43.1495,147.9965,,,,,
2001,Tasmania,-43.1177,147.979,,,,,
2001,Tasmania,-43.0988,147.9704,,,,,
2001,Tasmania,-43.1048,147.9779,,,,,
2001,Tasmania,-43.1048,147.9779,,,,,
2001,Tasmania,-43.1708,147.9797,,,,,
2001,Tasmania,-43.1037,147.9758,,,,,
2001,Tasmania,-43.1043,147.9764,,,,,
2001,Tasmania,-43.0992,147.9693,,,,,
2001,Tasmania,-43.1396,148.0021,,,,,
2001,Tasmania,-43.1153,147.9785,,,,,
2001,Tasmania,-43.1153,147.9785,,,,,
2001,Tasmania,-43.0992,147.9693,,,,,
2001,Tasmania,-43.1184,147.9784,,,,,
2001,Tasmania,-43.1585,147.9887,,,,,
2001,Tasmania,-43.1467,147.9981,,,,,
2001,Tasmania,-43.1694,147.9815,,,,,
2001,Tasmania,-43.1409,148.0021,,,,,
2001,Tasmania,-43.1694,147.9815,,,,,
2001,Tasmania,-43.1036,147.9758,,,,,
2001,Tasmania,-43.1511,147.9958,,,,,
2001,Tasmania,-43.116,147.9783,,,,,
2001,Tasmania,-43.1464,147.9982,,,,,
2001,Tasmania,-43.14,148.0021,,,,,
2001,Tasmania,-43.1186,147.9781,,,,,
2001,Tasmania,-43.1669,147.9821,,,,,
2001,Tasmania,-43.1704,147.9801,,,,,
2001,Tasmania,-43.1162,147.9783,,,,,
2001,Tasmania,-43.0979,147.9699,,,,,
2001,Tasmania,-43.115,147.9786,,,,,
2001,Tasmania,-43.1597,147.9898,,,,,
2001,Tasmania,-43.1178,147.9791,,,,,
2001,Tasmania,-43.1162,147.9783,,,,,
2001,Tasmania,-43.1041,147.9782,,,,,
2001,Tasmania,-43.1684,147.981,,,,,
2001,Tasmania,-43.1708,147.9797,,,,,
2001,Tasmania,-43.1059,147.9798,,,,,
2001,Tasmania,-43.1599,147.99,,,,,
2001,Tasmania,-43.1152,147.9785,,,,,
2001,Tasmania,-43.1035,147.9757,,,,,
2001,Tasmania,-43.1683,147.9809,,,,,
2001,Tasmania,-43.1554,147.9866,,,,,
2001,Tasmania,-43.1403,147.9948,,,,,
2001,Tasmania,-43.1664,147.9823,,,,,
2001,Tasmania,-43.1047,147.9774,,,,,
2001,Tasmania,-43.1147,147.9788,,,,,
2001,Tasmania,-43.1371,148.0059,,,,,
2001,Tasmania,-43.1163,147.9783,,,,,
2001,Tasmania,-43.1675,147.982,,,,,
2001,Tasmania,-43.155,147.9866,,,,,
2001,Tasmania,-43.1163,147.9783,,,,,
2001,Tasmania,-43.1178,147.9791,,,,,
2001,Tasmania,-43.1037,147.9758,,,,,
2001,Tasmania,-43.148,147.9976,,,,,
2001,Tasmania,-43.1161,147.9784,,,,,
2001,Tasmania,-43.0954,147.9694,,,,,
2001,Tasmania,-43.166,147.9824,,,,,
2001,Tasmania,-43.1684,147.9817,,,,,
2001,Tasmania,-43.1159,147.9784,,,,,
2001,Tasmania,-43.1662,147.9823,,,,,
2001,Tasmania,-43.1505,147.9958,,,,,
2001,Tasmania,-43.1471,147.9979,,,,,
2001,Tasmania,-43.1191,147.9789,,,,,
2001,Tasmania,-43.1159,147.9783,,,,,
2001,Tasmania,-43.106,147.9801,,,,,
2001,Tasmania,-43.1043,147.9783,,,,,
2001,Tasmania,-43.1043,147.9783,,,,,
2001,Tasmania,-43.1369,148.0062,,,,,
2001,Tasmania,-43.1043,147.9762,,,,,
2001,Tasmania,-43.1502,147.996,,,,,
2001,Tasmania,-43.1,147.9723,,,,,
2001,Tasmania,-43.1146,147.9788,,,,,
2001,Tasmania,-43.0989,147.9693,,,,,
2001,Tasmania,-43.0989,147.9693,,,,,
2001,Tasmania,-43.1682,147.9808,,,,,
2001,Tasmania,-43.1578,147.9881,,,,,
2001,Tasmania,-43.1682,147.9809,,,,,
2001,Tasmania,-43.137,148.0061,,,,,
2001,Tasmania,-43.1372,148.0059,,,,,
2001,Tasmania,-43.1579,147.9881,,,,,
2001,Tasmania,-43.0991,147.9693,,,,,
2001,Tasmania,-43.096,147.9696,,,,,
2001,Tasmania,-43.1182,147.9788,,,,,
2001,Tasmania,-43.1683,147.9809,,,,,
2001,Tasmania,-43.096,147.9696,,,,,
2001,Tasmania,-43.0991,147.9693,,,,,
2001,Tasmania,-43.1048,147.9776,,,,,
2001,Tasmania,-43.1708,147.9797,,,,,
2001,Tasmania,-43.1396,147.9948,,,,,
2001,Tasmania,-43.1055,147.979,,,,,
2001,Tasmania,-43.1041,147.9762,,,,,
2001,Tasmania,-43.1392,148.0021,,,,,
2001,Tasmania,-43.1042,147.9782,,,,,
2001,Tasmania,-43.1148,147.9787,,,,,
2001,Tasmania,-43.1661,147.9823,,,,,
2001,Tasmania,-43.1465,147.9982,,,,,
2001,Tasmania,-43.1048,147.9778,,,,,
2001,Tasmania,-43.1686,147.9811,,,,,
2001,Tasmania,-43.1707,147.9797,,,,,
2001,Tasmania,-43.1454,147.9987,,,,,
2001,Tasmania,-43.1178,147.9786,,,,,
2001,Tasmania,-43.0999,147.9721,,,,,
2001,Tasmania,-43.1683,147.9809,,,,,
2001,Tasmania,-43.1185,147.9787,,,,,
2001,Tasmania,-43.1178,147.9786,,,,,
2001,Tasmania,-43.1174,147.9785,,,,,
2001,Tasmania,-43.1174,147.9785,,,,,
2001,Tasmania,-43.1051,147.9783,,,,,
2001,Tasmania,-43.1035,147.9757,,,,,
2001,Tasmania,-43.1178,147.9791,,,,,
2001,Tasmania,-43.1022,147.974,,,,,
2001,Tasmania,-43.0965,147.9693,,,,,
2001,Tasmania,-43.1376,148.0054,,,,,
2001,Tasmania,-43.1049,147.9782,,,,,
2001,Tasmania,-43.1568,147.9871,,,,,
2001,Tasmania,-43.118,147.9787,,,,,
2001,Tasmania,-43.1379,148.0051,,,,,
2001,Tasmania,-43.1185,147.9781,,,,,
2001,Tasmania,-43.0998,147.9718,,,,,
2001,Tasmania,-43.099,147.9693,,,,,
2001,Tasmania,-43.151,147.9958,,,,,
2001,Tasmania,-43.0954,147.9694,,,,,
2001,Tasmania,-43.14,148.0021,,,,,
2001,Tasmania,-43.1467,147.9981,,,,,
2001,Tasmania,-43.1181,147.9789,,,,,
2001,Tasmania,-43.1045,147.9769,,,,,
2001,Tasmania,-43.0992,147.9693,,,,,
2001,Tasmania,-43.1656,147.9825,,,,,
2001,Tasmania,-43.1457,147.9997,,,,,
2001,Tasmania,-43.1161,147.9783,,,,,
2001,Tasmania,-43.1028,147.975,,,,,
2001,Tasmania,-43.1504,147.9959,,,,,
2001,Tasmania,-43.1148,147.9787,,,,,
2001,Tasmania,-43.1393,148.0021,,,,,
2001,Tasmania,-43.0961,147.9695,,,,,
2001,Tasmania,-43.1045,147.9767,,,,,
2001,Tasmania,-43.1371,148.0059,,,,,
2001,Tasmania,-43.1025,147.9747,,,,,
2001,Tasmania,-43.1686,147.9815,,,,,
2001,Tasmania,-43.1033,147.9753,,,,,
2001,Tasmania,-43.1686,147.9811,,,,,
2001,Tasmania,-43.1052,147.9784,,,,,
2001,Tasmania,-43.1366,148.0065,,,,,
2001,Tasmania,-43.1569,147.9872,,,,,
2001,Tasmania,-43.1022,147.9736,,,,,
2001,Tasmania,-43.1393,148.0021,,,,,
2001,Tasmania,-43.1177,147.9792,,,,,
2001,Tasmania,-43.1551,147.9866,,,,,
2001,Tasmania,-43.1658,147.9824,,,,,
2001,Tasmania,-43.1702,147.9802,,,,,
2001,Tasmania,-43.1191,147.9791,,,,,
2001,Tasmania,-43.1656,147.9825,,,,,
2001,Tasmania,-43.1031,147.9752,,,,,
2001,Tasmania,-43.1161,147.9784,,,,,
2001,Tasmania,-43.0991,147.9693,,,,,
2001,Tasmania,-43.1045,147.9768,,,,,
2001,Tasmania,-43.0991,147.9693,,,,,
2001,Tasmania,-43.1373,148.0058,,,,,
2001,Tasmania,-43.1172,147.9795,,,,,
2001,Tasmania,-43.1372,148.0058,,,,,
2001,Tasmania,-43.1178,147.9791,,,,,
2001,Tasmania,-43.1186,147.9783,,,,,
2001,Tasmania,-43.1696,147.9808,,,,,
2001,Tasmania,-43.1022,147.974,,,,,
2001,Tasmania,-43.1455,147.9986,,,,,
2001,Tasmania,-43.1165,147.9784,,,,,
2001,Tasmania,-43.1183,147.9785,,,,,
2001,Tasmania,-43.1033,147.9755,,,,,
2001,Tasmania,-43.1707,147.9797,,,,,
2001,Tasmania,-43.1402,147.9948,,,,,
2001,Tasmania,-43.1187,147.9788,,,,,
2001,Tasmania,-43.169,147.9813,,,,,
2001,Tasmania,-43.1182,147.9786,,,,,
2001,Tasmania,-43.1374,148.0057,,,,,
2001,Tasmania,-43.115,147.9786,,,,,
2001,Tasmania,-43.138,148.005,,,,,
2001,Tasmania,-43.1047,147.9775,,,,,
2001,Tasmania,-43.1583,147.9885,,,,,
2001,Tasmania,-43.1465,147.9981,,,,,
2001,Tasmania,-43.1704,147.9801,,,,,
2001,Tasmania,-43.1183,147.9783,,,,,
2001,Tasmania,-43.1457,147.9984,,,,,
2001,Tasmania,-43.166,147.9824,,,,,
2001,Tasmania,-43.1061,147.9802,,,,,
2001,Tasmania,-43.1462,147.9982,,,,,
2001,Tasmania,-43.1177,147.9786,,,,,
2001,Tasmania,-43.107,147.9814,,,,,
2001,Tasmania,-43.1395,148.0021,,,,,
2001,Tasmania,-43.1549,147.9865,,,,,
2001,Tasmania,-43.1171,147.9784,,,,,
2001,Tasmania,-43.1027,147.9749,,,,,
2001,Tasmania,-43.0954,147.9695,,,,,
2001,Tasmania,-43.1181,147.9789,,,,,
2001,Tasmania,-43.1389,148.0022,,,,,
2001,Tasmania,-43.0997,147.9716,,,,,
2001,Tasmania,-43.1365,148.0066,,,,,
2001,Tasmania,-43.1043,147.9783,,,,,
2001,Tasmania,-43.1667,147.9822,,,,,
2001,Tasmania,-43.1166,147.9784,,,,,
2001,Tasmania,-43.1548,147.9865,,,,,
2001,Tasmania,-43.1398,148.0021,,,,,
2001,Tasmania,-43.1481,147.9974,,,,,
2001,Tasmania,-43.0995,147.9713,,,,,
2001,Tasmania,-43.1047,147.9773,,,,,
2001,Tasmania,-43.1567,147.987,,,,,
2001,Tasmania,-43.0988,147.9694,,,,,
2001,Tasmania,-43.1164,147.9784,,,,,
2001,Tasmania,-43.106,147.98,,,,,
2001,Tasmania,-43.1375,148.0055,,,,,
2001,Tasmania,-43.1026,147.9747,,,,,
2001,Tasmania,-43.1407,147.9947,,,,,
2001,Tasmania,-43.1175,147.9793,,,,,
2001,Tasmania,-43.1663,147.9823,,,,,
2001,Tasmania,-43.1676,147.982,,,,,
2001,Tasmania,-43.0999,147.9718,,,,,
2001,Tasmania,-43.1043,147.9764,,,,,
2001,Tasmania,-43.1173,147.9784,,,,,
2001,Tasmania,-43.1183,147.9785,,,,,
2001,Tasmania,-43.1038,147.976,,,,,
2001,Tasmania,-43.1706,147.9797,,,,,
2001,Tasmania,-43.0999,147.972,,,,,
2001,Tasmania,-43.1058,147.9793,,,,,
2001,Tasmania,-43.1378,148.0052,,,,,
2001,Tasmania,-43.1151,147.9785,,,,,
2001,Tasmania,-43.1575,147.9878,,,,,
2001,Tasmania,-43.1049,147.9779,,,,,
2001,Tasmania,-43.1483,147.9974,,,,,
2001,Tasmania,-43.1181,147.9789,,,,,
2001,Tasmania,-43.0987,147.9695,,,,,
2001,Tasmania,-43.1558,147.9867,,,,,
2001,Tasmania,-43.1143,147.979,,,,,
2001,Tasmania,-43.1157,147.9784,,,,,
2001,Tasmania,-43.1061,147.9802,,,,,
2001,Tasmania,-43.1185,147.9787,,,,,
2001,Tasmania,-43.1569,147.9872,,,,,
2001,Tasmania,-43.1708,147.9797,,,,,
2001,Tasmania,-43.137,148.0061,,,,,
2001,Tasmania,-43.0989,147.9693,,,,,
2001,Tasmania,-43.0983,147.97,,,,,
2001,Tasmania,-43.1707,147.9797,,,,,
2001,Tasmania,-43.1177,147.9792,,,,,
2001,Tasmania,-43.1036,147.9781,,,,,
2001,Tasmania,-43.1582,147.9885,,,,,
2001,Tasmania,-43.1547,147.9865,,,,,
2001,Tasmania,-43.1368,148.0064,,,,,
2001,Tasmania,-43.1364,148.0067,,,,,
2001,Tasmania,-43.1456,147.9985,,,,,
2001,Tasmania,-43.1369,148.0062,,,,,
2001,Tasmania,-43.1558,147.9867,,,,,
2001,Tasmania,-43.1176,147.9793,,,,,
2001,Tasmania,-43.0991,147.9707,,,,,
2001,Tasmania,-43.1022,147.9733,,,,,
2001,Tasmania,-43.1191,147.9791,,,,,
2001,Tasmania,-43.1367,148.0064,,,,,
2001,Tasmania,-43.1457,147.9997,,,,,
2001,Tasmania,-43.115,147.9786,,,,,
2001,Tasmania,-43.1378,148.0052,,,,,
2001,Tasmania,-43.1068,147.9811,,,,,
2001,Tasmania,-43.1043,147.9762,,,,,
2001,Tasmania,-43.1063,147.9805,,,,,
2001,Tasmania,-43.0987,147.9695,,,,,
2001,Tasmania,-43.1175,147.9785,,,,,
2001,Tasmania,-43.1175,147.9785,,,,,
2001,Tasmania,-43.1046,147.9772,,,,,
2001,Tasmania,-43.157,147.9873,,,,,
2001,Tasmania,-43.1365,148.0067,,,,,
2001,Tasmania,-43.1579,147.9882,,,,,
2001,Tasmania,-43.146,147.9983,,,,,
2001,Tasmania,-43.1161,147.9784,,,,,
2001,Tasmania,-43.1035,147.9781,,,,,
2001,Tasmania,-43.1397,147.9948,,,,,
2001,Tasmania,-43.1655,147.9825,,,,,
2001,Tasmania,-43.1708,147.9797,,,,,
2001,Tasmania,-43.0972,147.9697,,,,,
2001,Tasmania,-43.1041,147.9782,,,,,
2001,Tasmania,-43.1048,147.9775,,,,,
2001,Tasmania,-43.0989,147.9693,,,,,
2001,Tasmania,-43.1682,147.9818,,,,,
2001,Tasmania,-43.1178,147.9786,,,,,
2001,Tasmania,-43.0999,147.9718,,,,,
2001,Tasmania,-43.1178,147.9791,,,,,
2001,Tasmania,-43.147,147.998,,,,,
2001,Tasmania,-43.1166,147.9784,,,,,
2001,Tasmania,-43.1048,147.9782,,,,,
2001,Tasmania,-43.1044,147.9766,,,,,
2001,Tasmania,-43.1175,147.9794,,,,,
2001,Tasmania,-43.1161,147.9783,,,,,
2001,Tasmania,-43.1175,147.9794,,,,,
2001,Tasmania,-43.1163,147.9783,,,,,
2001,Tasmania,-43.0992,147.9708,,,,,
2001,Tasmania,-43.1069,147.9812,,,,,
2001,Tasmania,-43.1511,147.9958,,,,,
2001,Tasmania,-43.1371,148.006,,,,,
2001,Tasmania,-43.1388,148.0022,,,,,
2001,Tasmania,-43.1178,147.9791,,,,,
2001,Tasmania,-43.1071,147.9815,,,,,
2001,Tasmania,-43.105,147.9781,,,,,
2001,Tasmania,-43.0966,147.9693,,,,,
2001,Tasmania,-43.0959,147.9696,,,,,
2001,Tasmania,-43.149,147.9969,,,,,
2001,Tasmania,-43.1024,147.9747,,,,,
2001,Tasmania,-43.099,147.9693,,,,,
2001,Tasmania,-43.1678,147.9819,,,,,
2001,Tasmania,-43.0954,147.9695,,,,,
2001,Tasmania,-43.1176,147.9786,,,,,
2001,Tasmania,-43.107,147.9814,,,,,
2001,Tasmania,-43.1184,147.9787,,,,,
2001,Tasmania,-43.1153,147.9785,,,,,
2001,Tasmania,-43.1004,147.9725,,,,,
2001,Tasmania,-43.1056,147.9792,,,,,
2001,Tasmania,-43.1482,147.9974,,,,,
2001,Tasmania,-43.1058,147.9795,,,,,
2001,Tasmania,-43.1494,147.9966,,,,,
2001,Tasmania,-43.1048,147.9775,,,,,
2001,Tasmania,-43.1707,147.9797,,,,,
2001,Tasmania,-43.1048,147.9777,,,,,
2001,Tasmania,-43.1177,147.9792,,,,,
2001,Tasmania,-43.1046,147.9771,,,,,
2001,Tasmania,-43.1165,147.9784,,,,,
2001,Tasmania,-43.1182,147.9786,,,,,
2001,Tasmania,-43.1379,148.0051,,,,,
2001,Tasmania,-43.1038,147.976,,,,,
2001,Tasmania,-43.1481,147.9975,,,,,
2001,Tasmania,-43.1495,147.9965,,,,,
2001,Tasmania,-43.1066,147.981,,,,,
