year,stateProvince,decimalLatitude,decimalLongitude,,,,,
2002,Tasmania,-42.9311,147.9957,,,,,
2002,Tasmania,-42.3445,148.3351,,,,,
2002,Tasmania,-42.9014,147.989,,,,,
2002,Tasmania,-42.1216,148.3558,,,,,
2002,Tasmania,-42.1263,148.3426,,,,,
2002,Tasmania,-41.0005,148.3572,,,,,
2002,Tasmania,-42.154,148.3214,,,,,
2002,Tasmania,-42.1521,148.3231,,,,,
2002,Tasmania,-42.083,148.3261,,,,,
2002,Tasmania,-40.9219,148.3298,,,,,
2002,Tasmania,-41.275,148.3611,,,,,
2002,Tasmania,-43.5303,147.0096,,,,,
2002,Tasmania,-43.4046,147.3615,,,,,
2002,Tasmania,-42.083,148.3262,,,,,
2002,Tasmania,-42.3225,148.3296,,,,,
2002,Tasmania,-41.576,148.3216,,,,,
2002,Tasmania,-42.08,148.3231,,,,,
2002,Tasmania,-41.9185,148.3298,,,,,
2002,Tasmania,-42.6638,148.1347,,,,,
2002,Tasmania,-43.5851,146.9281,,,,,
2002,Tasmania,-41.2868,148.366,,,,,
2002,Tasmania,-41.8334,148.2807,,,,,
2002,Tasmania,-42.085,148.3267,,,,,
2002,Tasmania,-41.576,148.3216,,,,,
2002,Tasmania,-43.5477,147.0061,,,,,
2002,Tasmania,-43.1394,147.3981,,,,,
2002,Tasmania,-40.9289,148.3225,,,,,
2002,Tasmania,-42.6645,148.1358,,,,,
2002,Tasmania,-42.8581,147.9729,,,,,
2002,Tasmania,-42.0835,148.3268,,,,,
2002,Tasmania,-41.6008,148.3245,,,,,
2002,Tasmania,-41.2734,148.3575,,,,,
2002,Tasmania,-43.5494,146.9493,,,,,
2002,Tasmania,-41.3489,148.3478,,,,,
2002,Tasmania,-42.864,147.9716,,,,,
2002,Tasmania,-42.316,148.3159,,,,,
2002,Tasmania,-42.3296,148.2803,,,,,
2002,Tasmania,-43.1735,147.4098,,,,,
2002,Tasmania,-42.6527,148.1651,,,,,
2002,Tasmania,-41.2858,148.3671,,,,,
2002,Tasmania,-41.8802,148.3163,,,,,
2002,Tasmania,-40.9668,148.323,,,,,
2002,Tasmania,-42.5958,148.1281,,,,,
2002,Tasmania,-40.971,148.3261,,,,,
2002,Tasmania,-43.1266,147.3998,,,,,
2002,Tasmania,-40.9262,148.3207,,,,,
2002,Tasmania,-42.6638,148.1347,,,,,
2002,Tasmania,-41.8709,148.3111,,,,,
2002,Tasmania,-41.8231,148.2783,,,,,
2002,Tasmania,-42.9533,147.9972,,,,,
2002,Tasmania,-41.5839,148.3231,,,,,
2002,Tasmania,-41.9183,148.3286,,,,,
2002,Tasmania,-42.12,148.3522,,,,,
2002,Tasmania,-42.3401,148.3404,,,,,
2002,Tasmania,-43.1044,147.3889,,,,,
2002,Tasmania,-42.3213,148.3177,,,,,
2002,Tasmania,-43.1828,147.4146,,,,,
2002,Tasmania,-43.3984,147.3641,,,,,
2002,Tasmania,-42.1516,148.3272,,,,,
2002,Tasmania,-41.9183,148.3286,,,,,
2002,Tasmania,-43.1408,147.3971,,,,,
2002,Tasmania,-42.6677,148.1396,,,,,
2002,Tasmania,-41.9256,148.3254,,,,,
2002,Tasmania,-42.3299,148.2806,,,,,
2002,Tasmania,-42.6475,148.1654,,,,,
2002,Tasmania,-42.864,147.9715,,,,,
2002,Tasmania,-41.8738,148.3105,,,,,
2002,Tasmania,-42.3227,148.3291,,,,,
2002,Tasmania,-41.5718,148.3184,,,,,
2002,Tasmania,-41.6184,148.3228,,,,,
2002,Tasmania,-42.3244,148.3328,,,,,
2002,Tasmania,-42.3451,148.3254,,,,,
2002,Tasmania,-41.8193,148.2831,,,,,
2002,Tasmania,-42.6689,148.1149,,,,,
2002,Tasmania,-42.1509,148.3255,,,,,
2002,Tasmania,-41.5748,148.3209,,,,,
2002,Tasmania,-40.9744,148.3302,,,,,
2002,Tasmania,-43.1421,147.3965,,,,,
2002,Tasmania,-43.5484,146.9502,,,,,
2002,Tasmania,-42.6679,148.1163,,,,,
2002,Tasmania,-43.549,146.95,,,,,
2002,Tasmania,-43.1301,147.4016,,,,,
2002,Tasmania,-42.934,147.9927,,,,,
2002,Tasmania,-42.6494,148.1696,,,,,
2002,Tasmania,-43.1867,147.4148,,,,,
2002,Tasmania,-43.1937,147.7109,,,,,
2002,Tasmania,-41.8226,148.2808,,,,,
2002,Tasmania,-41.2742,148.3583,,,,,
2002,Tasmania,-41.9179,148.329,,,,,
2002,Tasmania,-40.9336,148.3267,,,,,
2002,Tasmania,-42.5994,148.1298,,,,,
2002,Tasmania,-42.6676,148.139,,,,,
2002,Tasmania,-41.9289,148.3221,,,,,
2002,Tasmania,-41.6131,148.3258,,,,,
2002,Tasmania,-43.5454,146.9498,,,,,
2002,Tasmania,-41.2858,148.3671,,,,,
2002,Tasmania,-42.5949,148.1263,,,,,
2002,Tasmania,-42.127,148.342,,,,,
2002,Tasmania,-43.5522,146.9424,,,,,
2002,Tasmania,-40.9744,148.3304,,,,,
2002,Tasmania,-41.2894,148.3708,,,,,
2002,Tasmania,-41.9243,148.3247,,,,,
2002,Tasmania,-40.9227,148.3292,,,,,
2002,Tasmania,-43.2407,147.7957,,,,,
2002,Tasmania,-42.5949,148.1263,,,,,
2002,Tasmania,-41.57,148.3175,,,,,
2002,Tasmania,-42.8929,147.9864,,,,,
2002,Tasmania,-41.5733,148.3205,,,,,
2002,Tasmania,-42.8663,147.9731,,,,,
2002,Tasmania,-41.2857,148.3688,,,,,
2002,Tasmania,-41.9309,148.3197,,,,,
2002,Tasmania,-42.5946,148.1262,,,,,
2002,Tasmania,-42.8547,147.9731,,,,,
2002,Tasmania,-43.1803,147.4135,,,,,
2002,Tasmania,-40.9652,148.3219,,,,,
2002,Tasmania,-40.9342,148.3273,,,,,
2002,Tasmania,-42.1517,148.326,,,,,
2002,Tasmania,-42.1618,148.3152,,,,,
2002,Tasmania,-42.3458,148.3399,,,,,
2002,Tasmania,-41.9167,148.3285,,,,,
2002,Tasmania,-43.0956,147.3781,,,,,
2002,Tasmania,-43.1803,147.4135,,,,,
2002,Tasmania,-41.5784,148.3229,,,,,
2002,Tasmania,-42.8552,147.9735,,,,,
2002,Tasmania,-41.5706,148.3177,,,,,
2002,Tasmania,-41.88,148.3121,,,,,
2002,Tasmania,-40.9219,148.3298,,,,,
2002,Tasmania,-43.4033,147.3623,,,,,
2002,Tasmania,-43.4383,147.3447,,,,,
2002,Tasmania,-43.3819,147.3823,,,,,
2002,Tasmania,-41.9185,148.3282,,,,,
2002,Tasmania,-42.6639,148.1316,,,,,
2002,Tasmania,-40.972,148.3265,,,,,
2002,Tasmania,-41.5808,148.3226,,,,,
2002,Tasmania,-41.5969,148.3219,,,,,
2002,Tasmania,-43.1319,147.4007,,,,,
2002,Tasmania,-43.5416,147.0001,,,,,
2002,Tasmania,-42.8883,147.9798,,,,,
2002,Tasmania,-42.1231,148.3475,,,,,
2002,Tasmania,-42.1629,148.3129,,,,,
2002,Tasmania,-41.8707,148.3078,,,,,
2002,Tasmania,-41.5969,148.3219,,,,,
2002,Tasmania,-42.3445,148.3345,,,,,
2002,Tasmania,-43.5527,146.9417,,,,,
2002,Tasmania,-43.1323,147.6694,,,,,
2002,Tasmania,-42.083,148.3262,,,,,
2002,Tasmania,-42.3172,148.3161,,,,,
2002,Tasmania,-43.4001,147.3614,,,,,
2002,Tasmania,-40.9858,148.3375,,,,,
2002,Tasmania,-40.9707,148.3261,,,,,
2002,Tasmania,-42.8548,147.9739,,,,,
2002,Tasmania,-42.3352,148.2889,,,,,
2002,Tasmania,-42.0716,148.3163,,,,,
2002,Tasmania,-42.3444,148.3286,,,,,
2002,Tasmania,-42.3405,148.3416,,,,,
2002,Tasmania,-41.2871,148.3659,,,,,
2002,Tasmania,-42.1217,148.3566,,,,,
2002,Tasmania,-42.5949,148.1265,,,,,
2002,Tasmania,-42.6512,148.1699,,,,,
2002,Tasmania,-42.8573,147.9727,,,,,
2002,Tasmania,-43.1801,147.7098,,,,,
2002,Tasmania,-43.1101,147.3853,,,,,
2002,Tasmania,-42.9574,147.9948,,,,,
2002,Tasmania,-42.1521,148.3229,,,,,
2002,Tasmania,-42.3231,148.3189,,,,,
2002,Tasmania,-43.4348,147.3443,,,,,
2002,Tasmania,-43.1444,147.6908,,,,,
2002,Tasmania,-41.9145,148.3279,,,,,
2002,Tasmania,-42.3413,148.3363,,,,,
2002,Tasmania,-42.1297,148.3358,,,,,
2002,Tasmania,-41.9235,148.3251,,,,,
2002,Tasmania,-43.172,147.4083,,,,,
2002,Tasmania,-41.2598,148.3394,,,,,
2002,Tasmania,-41.9183,148.3287,,,,,
2002,Tasmania,-41.9265,148.325,,,,,
2002,Tasmania,-43.1307,147.4017,,,,,
2002,Tasmania,-42.6694,148.1229,,,,,
2002,Tasmania,-42.8904,147.9851,,,,,
2002,Tasmania,-40.9996,148.3565,,,,,
2002,Tasmania,-41.9187,148.3282,,,,,
2002,Tasmania,-40.9911,148.3499,,,,,
2002,Tasmania,-43.4288,147.3407,,,,,
2002,Tasmania,-41.9265,148.325,,,,,
2002,Tasmania,-41.9269,148.3244,,,,,
2002,Tasmania,-41.5752,148.3213,,,,,
2002,Tasmania,-40.9671,148.323,,,,,
2002,Tasmania,-40.9702,148.3261,,,,,
2002,Tasmania,-42.0715,148.3162,,,,,
2002,Tasmania,-42.5984,148.1292,,,,,
2002,Tasmania,-41.5979,148.3228,,,,,
2002,Tasmania,-43.1287,147.4017,,,,,
2002,Tasmania,-42.0644,148.3164,,,,,
2002,Tasmania,-42.0731,148.3177,,,,,
2002,Tasmania,-42.8696,147.9734,,,,,
2002,Tasmania,-43.1442,147.3974,,,,,
2002,Tasmania,-41.9265,148.3253,,,,,
2002,Tasmania,-43.1305,147.4017,,,,,
2002,Tasmania,-43.1719,147.4082,,,,,
2002,Tasmania,-42.9329,147.994,,,,,
2002,Tasmania,-43.3876,147.3803,,,,,
2002,Tasmania,-42.3271,148.3303,,,,,
2002,Tasmania,-43.1784,147.4119,,,,,
2002,Tasmania,-43.137,147.6677,,,,,
2002,Tasmania,-42.1521,148.3226,,,,,
2002,Tasmania,-43.4004,147.3652,,,,,
2002,Tasmania,-42.893,147.9854,,,,,
2002,Tasmania,-43.1735,147.4096,,,,,
2002,Tasmania,-42.9579,147.995,,,,,
2002,Tasmania,-40.9691,148.3241,,,,,
2002,Tasmania,-42.3184,148.3163,,,,,
2002,Tasmania,-40.9903,148.3496,,,,,
2002,Tasmania,-43.5401,146.9589,,,,,
2002,Tasmania,-43.0936,147.3781,,,,,
2002,Tasmania,-40.9981,148.356,,,,,
2002,Tasmania,-41.2489,148.3296,,,,,
2002,Tasmania,-40.9322,148.3257,,,,,
2002,Tasmania,-42.6025,148.134,,,,,
2002,Tasmania,-43.3977,147.3646,,,,,
2002,Tasmania,-42.5979,148.129,,,,,
2002,Tasmania,-43.1257,147.3999,,,,,
2002,Tasmania,-43.3777,147.3833,,,,,
2002,Tasmania,-43.5373,146.9602,,,,,
2002,Tasmania,-43.1709,147.4106,,,,,
2002,Tasmania,-43.1102,147.3887,,,,,
2002,Tasmania,-41.3491,148.3473,,,,,
2002,Tasmania,-41.8209,148.273,,,,,
2002,Tasmania,-41.9207,148.3267,,,,,
2002,Tasmania,-42.3401,148.34,,,,,
2002,Tasmania,-42.1202,148.3525,,,,,
2002,Tasmania,-42.6033,148.1324,,,,,
2002,Tasmania,-42.1232,148.3462,,,,,
2002,Tasmania,-43.1267,147.3998,,,,,
2002,Tasmania,-42.67,148.1221,,,,,
2002,Tasmania,-42.087,148.3272,,,,,
2002,Tasmania,-41.9177,148.3286,,,,,
2002,Tasmania,-42.3456,148.3281,,,,,
2002,Tasmania,-41.6024,148.3248,,,,,
2002,Tasmania,-40.931,148.3248,,,,,
2002,Tasmania,-42.3226,148.3292,,,,,
2002,Tasmania,-43.3833,147.3823,,,,,
2002,Tasmania,-42.3286,148.3266,,,,,
2002,Tasmania,-42.5951,148.1273,,,,,
2002,Tasmania,-42.1202,148.3526,,,,,
2002,Tasmania,-41.2555,148.3406,,,,,
2002,Tasmania,-42.6044,148.1302,,,,,
2002,Tasmania,-42.9001,147.9871,,,,,
2002,Tasmania,-43.5246,147.0078,,,,,
2002,Tasmania,-41.3485,148.3494,,,,,
2002,Tasmania,-42.3382,148.2929,,,,,
2002,Tasmania,-42.1231,148.3469,,,,,
2002,Tasmania,-42.0667,148.3147,,,,,
2002,Tasmania,-42.0762,148.3197,,,,,
2002,Tasmania,-43.1054,147.3892,,,,,
2002,Tasmania,-42.0753,148.3194,,,,,
2002,Tasmania,-41.593,148.3211,,,,,
2002,Tasmania,-42.1197,148.3519,,,,,
2002,Tasmania,-42.3382,148.2929,,,,,
2002,Tasmania,-40.9179,148.3256,,,,,
2002,Tasmania,-42.121,148.3549,,,,,
2002,Tasmania,-42.6443,148.1612,,,,,
2002,Tasmania,-43.1103,147.3878,,,,,
2002,Tasmania,-43.3975,147.3647,,,,,
2002,Tasmania,-43.5851,146.9281,,,,,
2002,Tasmania,-43.4448,147.3423,,,,,
2002,Tasmania,-40.9887,148.3394,,,,,
2002,Tasmania,-43.4049,147.3615,,,,,
2002,Tasmania,-42.6442,148.1596,,,,,
2002,Tasmania,-41.2759,148.3617,,,,,
2002,Tasmania,-41.3563,148.3429,,,,,
2002,Tasmania,-40.9915,148.3501,,,,,
2002,Tasmania,-43.173,147.4093,,,,,
2002,Tasmania,-41.3555,148.3494,,,,,
2002,Tasmania,-42.9572,147.9946,,,,,
2002,Tasmania,-41.8335,148.2827,,,,,
2002,Tasmania,-40.9171,148.3226,,,,,
2002,Tasmania,-41.9242,148.3248,,,,,
2002,Tasmania,-42.1207,148.3497,,,,,
2002,Tasmania,-40.9915,148.3501,,,,,
2002,Tasmania,-42.3272,148.3297,,,,,
2002,Tasmania,-43.4052,147.3614,,,,,
2002,Tasmania,-41.6027,148.3249,,,,,
2002,Tasmania,-43.1422,147.687,,,,,
2002,Tasmania,-42.6484,148.1684,,,,,
2002,Tasmania,-40.9165,148.3221,,,,,
2002,Tasmania,-42.157,148.3206,,,,,
2002,Tasmania,-43.4419,147.3421,,,,,
2002,Tasmania,-42.3404,148.3416,,,,,
2002,Tasmania,-42.9361,147.9901,,,,,
2002,Tasmania,-42.9577,147.9949,,,,,
2002,Tasmania,-41.9245,148.3244,,,,,
2002,Tasmania,-42.8929,147.9872,,,,,
2002,Tasmania,-42.6515,148.1697,,,,,
2002,Tasmania,-40.918,148.3273,,,,,
2002,Tasmania,-41.3563,148.3458,,,,,
2002,Tasmania,-42.1575,148.3204,,,,,
2002,Tasmania,-43.1718,147.41,,,,,
2002,Tasmania,-42.6633,148.133,,,,,
2002,Tasmania,-41.5745,148.3207,,,,,
2002,Tasmania,-43.5386,146.9595,,,,,
2002,Tasmania,-40.9342,148.3279,,,,,
2002,Tasmania,-41.522,148.2866,,,,,
2002,Tasmania,-43.1833,147.4146,,,,,
2002,Tasmania,-42.1201,148.3502,,,,,
2002,Tasmania,-41.3533,148.3412,,,,,
2002,Tasmania,-42.9552,147.9963,,,,,
2002,Tasmania,-40.9889,148.3398,,,,,
2002,Tasmania,-40.9181,148.3243,,,,,
2002,Tasmania,-43.5334,146.9561,,,,,
2002,Tasmania,-42.1635,148.3064,,,,,
2002,Tasmania,-43.4057,147.3614,,,,,
2002,Tasmania,-43.1869,147.4149,,,,,
2002,Tasmania,-41.2758,148.3616,,,,,
2002,Tasmania,-41.929,148.3226,,,,,
2002,Tasmania,-43.5332,147.0062,,,,,
2002,Tasmania,-43.5951,146.9237,,,,,
2002,Tasmania,-41.5868,148.3238,,,,,
2002,Tasmania,-41.9209,148.3266,,,,,
2002,Tasmania,-41.6161,148.3239,,,,,
2002,Tasmania,-43.5246,147.0058,,,,,
2002,Tasmania,-43.3837,147.3813,,,,,
2002,Tasmania,-43.185,147.4147,,,,,
2002,Tasmania,-40.9999,148.3586,,,,,
2002,Tasmania,-42.316,148.316,,,,,
2002,Tasmania,-41.6155,148.3246,,,,,
2002,Tasmania,-41.593,148.3211,,,,,
2002,Tasmania,-42.1272,148.3416,,,,,
2002,Tasmania,-42.0689,148.3147,,,,,
2002,Tasmania,-41.288,148.3641,,,,,
2002,Tasmania,-41.5984,148.3233,,,,,
2002,Tasmania,-43.3817,147.3823,,,,,
2002,Tasmania,-41.2741,148.3592,,,,,
2002,Tasmania,-42.1291,148.3379,,,,,
2002,Tasmania,-42.9327,147.9941,,,,,
2002,Tasmania,-43.5377,146.9599,,,,,
2002,Tasmania,-42.5962,148.1284,,,,,
2002,Tasmania,-41.9278,148.3228,,,,,
2002,Tasmania,-43.3787,147.3835,,,,,
2002,Tasmania,-41.2499,148.3319,,,,,
2002,Tasmania,-43.5318,147.0088,,,,,
2002,Tasmania,-41.3555,148.3486,,,,,
2002,Tasmania,-42.9553,147.9964,,,,,
2002,Tasmania,-41.5716,148.3182,,,,,
2002,Tasmania,-40.9181,148.3265,,,,,
2002,Tasmania,-42.9018,147.9889,,,,,
2002,Tasmania,-43.1273,147.4,,,,,
2002,Tasmania,-41.9185,148.3285,,,,,
2002,Tasmania,-41.2526,148.3343,,,,,
2002,Tasmania,-42.9543,147.9971,,,,,
2002,Tasmania,-43.1763,147.411,,,,,
2002,Tasmania,-40.9652,148.3218,,,,,
2002,Tasmania,-43.4031,147.3619,,,,,
2002,Tasmania,-42.6522,148.1685,,,,,
2002,Tasmania,-42.0755,148.3194,,,,,
2002,Tasmania,-42.864,147.9715,,,,,
2002,Tasmania,-43.5442,146.9498,,,,,
2002,Tasmania,-42.3348,148.2898,,,,,
2002,Tasmania,-43.1826,147.7136,,,,,
2002,Tasmania,-41.5896,148.3244,,,,,
2002,Tasmania,-40.918,148.3285,,,,,
2002,Tasmania,-42.3291,148.3269,,,,,
2002,Tasmania,-42.3252,148.332,,,,,
2002,Tasmania,-42.0766,148.3198,,,,,
2002,Tasmania,-41.3537,148.3419,,,,,
2002,Tasmania,-42.0763,148.3197,,,,,
2002,Tasmania,-42.5994,148.1301,,,,,
2002,Tasmania,-43.1292,147.4015,,,,,
2002,Tasmania,-42.3447,148.3357,,,,,
2002,Tasmania,-43.107,147.3874,,,,,
2002,Tasmania,-43.1713,147.4102,,,,,
2002,Tasmania,-42.0766,148.3198,,,,,
2002,Tasmania,-41.5933,148.3194,,,,,
2002,Tasmania,-42.3445,148.3346,,,,,
2002,Tasmania,-41.5898,148.3245,,,,,
2002,Tasmania,-43.5536,146.9501,,,,,
2002,Tasmania,-43.2376,147.7907,,,,,
2002,Tasmania,-41.9227,148.3256,,,,,
2002,Tasmania,-41.8336,148.2829,,,,,
2002,Tasmania,-42.1639,148.304,,,,,
2002,Tasmania,-42.3329,148.2822,,,,,
2002,Tasmania,-41.2859,148.3669,,,,,
2002,Tasmania,-41.9278,148.3228,,,,,
2002,Tasmania,-42.13,148.3365,,,,,
2002,Tasmania,-41.5756,148.3213,,,,,
2002,Tasmania,-42.0658,148.3155,,,,,
2002,Tasmania,-43.1102,147.3911,,,,,
2002,Tasmania,-40.9141,148.32,,,,,
2002,Tasmania,-41.2881,148.3641,,,,,
2002,Tasmania,-41.6154,148.3247,,,,,
2002,Tasmania,-43.1102,147.3911,,,,,
2002,Tasmania,-42.6447,148.1617,,,,,
2002,Tasmania,-40.9162,148.3218,,,,,
2002,Tasmania,-40.9691,148.3246,,,,,
2002,Tasmania,-41.9155,148.3278,,,,,
2002,Tasmania,-41.2868,148.366,,,,,
2002,Tasmania,-42.3231,148.329,,,,,
2002,Tasmania,-43.137,147.3999,,,,,
2002,Tasmania,-43.1333,147.6692,,,,,
2002,Tasmania,-40.9888,148.3397,,,,,
2002,Tasmania,-41.3453,148.3386,,,,,
2002,Tasmania,-42.121,148.3549,,,,,
2002,Tasmania,-42.0835,148.3268,,,,,
2002,Tasmania,-42.3407,148.3376,,,,,
2002,Tasmania,-41.8216,148.2826,,,,,
2002,Tasmania,-43.3762,147.3837,,,,,
2002,Tasmania,-43.3911,147.38,,,,,
2002,Tasmania,-41.5751,148.3212,,,,,
2002,Tasmania,-41.8799,148.3148,,,,,
2002,Tasmania,-41.3541,148.3388,,,,,
2002,Tasmania,-42.8586,147.9754,,,,,
2002,Tasmania,-41.9155,148.3277,,,,,
2002,Tasmania,-43.3924,147.377,,,,,
2002,Tasmania,-43.173,147.4092,,,,,
2002,Tasmania,-42.856,147.9729,,,,,
2002,Tasmania,-42.1288,148.3382,,,,,
2002,Tasmania,-41.2854,148.3699,,,,,
2002,Tasmania,-43.5378,146.9598,,,,,
2002,Tasmania,-43.5938,146.9193,,,,,
2002,Tasmania,-41.5867,148.3238,,,,,
2002,Tasmania,-43.105,147.3893,,,,,
2002,Tasmania,-43.188,147.7114,,,,,
2002,Tasmania,-43.5454,147.0057,,,,,
2002,Tasmania,-43.1101,147.3894,,,,,
2002,Tasmania,-43.1879,147.7126,,,,,
2002,Tasmania,-43.5378,146.9599,,,,,
2002,Tasmania,-41.9144,148.3278,,,,,
2002,Tasmania,-43.1843,147.4146,,,,,
2002,Tasmania,-43.545,146.9498,,,,,
2002,Tasmania,-42.1171,148.3553,,,,,
2002,Tasmania,-42.6638,148.1347,,,,,
2002,Tasmania,-43.1434,147.3972,,,,,
2002,Tasmania,-43.5947,146.9224,,,,,
2002,Tasmania,-40.9916,148.3503,,,,,
2002,Tasmania,-42.3447,148.3252,,,,,
2002,Tasmania,-42.1231,148.3469,,,,,
2002,Tasmania,-42.1262,148.3427,,,,,
2002,Tasmania,-40.9646,148.3224,,,,,
2002,Tasmania,-41.6161,148.3239,,,,,
2002,Tasmania,-41.5863,148.3237,,,,,
2002,Tasmania,-42.3458,148.3272,,,,,
2002,Tasmania,-42.1267,148.3424,,,,,
2002,Tasmania,-41.3475,148.349,,,,,
2002,Tasmania,-41.0003,148.3576,,,,,
2002,Tasmania,-42.1516,148.3287,,,,,
2002,Tasmania,-43.0899,147.3749,,,,,
2002,Tasmania,-42.6692,148.1231,,,,,
2002,Tasmania,-41.8692,148.307,,,,,
2002,Tasmania,-43.3914,147.3799,,,,,
2002,Tasmania,-42.6678,148.116,,,,,
2002,Tasmania,-42.3218,148.3178,,,,,
2002,Tasmania,-42.8929,147.987,,,,,
2002,Tasmania,-43.3977,147.3646,,,,,
2002,Tasmania,-42.858,147.976,,,,,
2002,Tasmania,-43.1872,147.4145,,,,,
2002,Tasmania,-43.387,147.3808,,,,,
2002,Tasmania,-41.2635,148.3384,,,,,
2002,Tasmania,-43.1103,147.3912,,,,,
2002,Tasmania,-43.3983,147.3641,,,,,
2002,Tasmania,-40.9881,148.3382,,,,,
2002,Tasmania,-42.953,147.9973,,,,,
2002,Tasmania,-41.6043,148.3251,,,,,
2002,Tasmania,-43.39,147.3799,,,,,
2002,Tasmania,-41.8692,148.307,,,,,
2002,Tasmania,-41.5927,148.322,,,,,
2002,Tasmania,-43.5852,146.9281,,,,,
2002,Tasmania,-40.9336,148.3266,,,,,
2002,Tasmania,-41.6196,148.3234,,,,,
2002,Tasmania,-41.2579,148.34,,,,,
2002,Tasmania,-43.4042,147.3615,,,,,
2002,Tasmania,-41.9177,148.3286,,,,,
2002,Tasmania,-40.9876,148.3482,,,,,
2002,Tasmania,-41.8334,148.2806,,,,,
2002,Tasmania,-41.6146,148.3254,,,,,
2002,Tasmania,-43.1712,147.4103,,,,,
2002,Tasmania,-40.9657,148.3226,,,,,
2002,Tasmania,-41.5889,148.324,,,,,
2002,Tasmania,-40.9901,148.3494,,,,,
2002,Tasmania,-42.8641,147.9715,,,,,
2002,Tasmania,-42.0688,148.3146,,,,,
2002,Tasmania,-42.3177,148.3165,,,,,
2002,Tasmania,-41.9243,148.3246,,,,,
2002,Tasmania,-41.5928,148.3218,,,,,
2002,Tasmania,-43.2384,147.7925,,,,,
2002,Tasmania,-42.3407,148.3375,,,,,
2002,Tasmania,-41.82,148.277,,,,,
2002,Tasmania,-41.6174,148.3229,,,,,
2002,Tasmania,-42.3225,148.3298,,,,,
2002,Tasmania,-41.8737,148.3105,,,,,
2002,Tasmania,-41.8216,148.2824,,,,,
2002,Tasmania,-43.14,147.3975,,,,,
2002,Tasmania,-43.5421,146.9501,,,,,
2002,Tasmania,-41.8726,148.3108,,,,,
2002,Tasmania,-41.587,148.324,,,,,
2002,Tasmania,-43.5421,146.9573,,,,,
2002,Tasmania,-42.3225,148.3298,,,,,
2002,Tasmania,-42.3413,148.3438,,,,,
2002,Tasmania,-43.1728,147.409,,,,,
2002,Tasmania,-40.9308,148.332,,,,,
2002,Tasmania,-43.5332,146.9555,,,,,
2002,Tasmania,-43.177,147.4115,,,,,
2002,Tasmania,-42.3446,148.3283,,,,,
2002,Tasmania,-43.5403,146.9588,,,,,
2002,Tasmania,-42.6638,148.1347,,,,,
2002,Tasmania,-42.8705,147.9733,,,,,
2002,Tasmania,-43.5797,146.9276,,,,,
2002,Tasmania,-42.0667,148.3148,,,,,
2002,Tasmania,-42.868,147.9735,,,,,
2002,Tasmania,-43.5402,146.9975,,,,,
2002,Tasmania,-41.2778,148.3629,,,,,
2002,Tasmania,-40.9674,148.3231,,,,,
2002,Tasmania,-42.6647,148.1307,,,,,
2002,Tasmania,-41.0001,148.3564,,,,,
2002,Tasmania,-42.0847,148.3267,,,,,
2002,Tasmania,-43.3909,147.38,,,,,
2002,Tasmania,-43.0907,147.3765,,,,,
2002,Tasmania,-42.9001,147.9871,,,,,
2002,Tasmania,-41.5789,148.3226,,,,,
2002,Tasmania,-41.6224,148.3221,,,,,
2002,Tasmania,-41.821,148.2726,,,,,
2002,Tasmania,-40.9255,148.3203,,,,,
2002,Tasmania,-41.8737,148.3105,,,,,
2002,Tasmania,-41.9134,148.3269,,,,,
2002,Tasmania,-40.9916,148.3501,,,,,
2002,Tasmania,-40.9288,148.3225,,,,,
2002,Tasmania,-41.8239,148.276,,,,,
2002,Tasmania,-41.8346,148.2767,,,,,
2002,Tasmania,-41.576,148.3217,,,,,
2002,Tasmania,-41.2533,148.3389,,,,,
2002,Tasmania,-41.9312,148.3206,,,,,
2002,Tasmania,-42.1199,148.3513,,,,,
2002,Tasmania,-40.9982,148.3559,,,,,
2002,Tasmania,-41.592,148.3252,,,,,
2002,Tasmania,-42.324,148.3324,,,,,
2002,Tasmania,-43.5356,146.9609,,,,,
2002,Tasmania,-41.5792,148.3223,,,,,
2002,Tasmania,-42.1199,148.3522,,,,,
2002,Tasmania,-43.5421,146.9573,,,,,
2002,Tasmania,-41.6144,148.3255,,,,,
2002,Tasmania,-43.3795,147.3829,,,,,
2002,Tasmania,-43.2341,147.7795,,,,,
2002,Tasmania,-41.6196,148.3235,,,,,
2002,Tasmania,-43.5522,146.9421,,,,,
2002,Tasmania,-43.5519,146.9429,,,,,
2002,Tasmania,-43.1422,147.687,,,,,
2002,Tasmania,-41.5047,148.2787,,,,,
2002,Tasmania,-43.5249,147.0055,,,,,
2002,Tasmania,-40.9961,148.3537,,,,,
2002,Tasmania,-41.9173,148.3288,,,,,
2002,Tasmania,-41.8242,148.2751,,,,,
2002,Tasmania,-41.8237,148.2761,,,,,
2002,Tasmania,-42.8892,147.9826,,,,,
2002,Tasmania,-43.405,147.3616,,,,,
2002,Tasmania,-42.8887,147.9808,,,,,
2002,Tasmania,-42.1213,148.3577,,,,,
2002,Tasmania,-40.9744,148.3304,,,,,
2002,Tasmania,-42.9552,147.9967,,,,,
2002,Tasmania,-42.0643,148.3165,,,,,
2002,Tasmania,-42.3316,148.282,,,,,
2002,Tasmania,-41.8724,148.3108,,,,,
2002,Tasmania,-42.3271,148.3303,,,,,
2002,Tasmania,-42.9362,147.9899,,,,,
2002,Tasmania,-43.5309,147.0092,,,,,
2002,Tasmania,-41.2798,148.3619,,,,,
2002,Tasmania,-43.1855,147.4141,,,,,
